badge,city,companyField,company_name,job_edu,job_exp,job_name,job_publisher_name,job_publisher_post,job_sec,job_tags,job_url,positionAdvantage,publish_time
15k-30k,上海,"移动互联网,医疗健康",平安健康互联网股份有限公司上海分公司,本科,3-5年,数据分析岗,,,本科,"专员,大数据,数据挖掘,sas",https://www.lagou.com/jobs/2980662.html,发展前景好、独角兽公司,2018-03-06 14:29:47
15k-30k,上海,"移动互联网,金融",上海方付通商务服务有限公司,本科,3-5年,数据分析师,,,本科,,https://www.lagou.com/jobs/2337314.html,薪资优待 福利完善,2018-03-08 17:04:35
15k-30k,上海,"移动互联网,金融",晋松（上海）网络信息技术有限公司,本科,3-5年,数据分析师,,,本科,"中级,数据挖掘,SPSS",https://www.lagou.com/jobs/4082231.html,"扁平化管理,年终多薪",2018-03-08 09:31:44
10k-20k,上海,移动互联网,上海大岂网络科技有限公司,本科,1-3年,数据分析/数据建模,,,本科,可视化,https://www.lagou.com/jobs/4020979.html,"大数据,B轮,团队氛围好,发展前景大",2018-03-08 09:06:41
15k-30k,上海,金融,上海你我贷互联网金融信息服务有限公司,本科,3-5年,数据分析师,,,本科,"BI,业务运营,数据挖掘",https://www.lagou.com/jobs/4109975.html,饭补，调休，旅游多,2018-03-07 16:52:45
7k-9k,上海,金融,上海厚本金融信息服务有限公司,本科,1-3年,数据分析岗,,,本科,互联网金融,https://www.lagou.com/jobs/3848390.html,"五险一金,交通补贴,通讯补贴,餐补",2018-03-06 09:12:12
15k-30k,北京,"移动互联网,O2O",北京三快在线科技有限公司,本科,3-5年,数据分析师,,,本科,本地生活,https://www.lagou.com/jobs/3766793.html,"年底双薪,职位晋升,团队氛围好,核心部门",2018-03-07 13:58:17
7k-10k,北京,电子商务,北京京东世纪贸易有限公司,本科,1-3年,数据分析,,,本科,"项目管理,大数据,SPSS,sas",https://www.lagou.com/jobs/3798368.html,京东,2018-02-23 20:59:29
10k-20k,北京,"移动互联网,教育",上海一起作业信息科技有限公司,硕士,不限,运营中心-数据分析师,,,硕士,"业务运营,大数据",https://www.lagou.com/jobs/2779243.html,"14薪,团队好,福利棒",2018-03-07 14:22:20
10k-20k,北京,移动互联网,北京爱声声科技有限公司,本科,1-3年,产品运营/数据分析,,,本科,"产品经理,大数据,数据挖掘",https://www.lagou.com/jobs/4103620.html,"五险一金,地铁周边,免费中晚餐,年底双薪",2018-03-08 10:58:37
10k-18k,北京,"移动互联网,金融",银客未来科技（北京）有限公司,本科,1-3年,数据分析师-风控,,,本科,"金融,中级,初级,SPSS,sas",https://www.lagou.com/jobs/3640470.html,"领导赞,氛围好,福利多,扁平化",2018-03-05 10:22:30
15k-25k,北京,"移动互联网,教育",小船出海教育科技（北京）有限公司,本科,3-5年,数据分析师,,,本科,"SPSS,sas",https://www.lagou.com/jobs/3820421.html,七险一金 免费三餐 住房补贴,2018-02-24 18:13:56
15k-28k,北京,金融,京东金融,本科,3-5年,数据分析-数据应用模型方向,,,本科,"理财,大数据,数据挖掘",https://www.lagou.com/jobs/4225604.html,大平台、福利好、同事nice,2018-03-08 11:09:43
18k-28k,北京,"移动互联网,文化娱乐",北京车之家信息技术有限公司,本科,3-5年,数据分析工程师,,,本科,"大数据,数据挖掘",https://www.lagou.com/jobs/4184340.html,福利好,2018-03-01 14:38:27
25k-35k,北京,"移动互联网,金融",包头市包银消费金融股份有限公司,本科,5-10年,数据分析总监J10069,,,本科,"金融,大数据,数据挖掘",https://www.lagou.com/jobs/4066963.html,"六险一金,定期团建,带薪年假,节日福利",2018-03-01 09:18:50
20k-35k,北京,移动互联网,高德软件有限公司,不限,1-3年,高德-数据分析师,,,不限,"大数据,数据挖掘",https://www.lagou.com/jobs/4065052.html,阿里大平台,2018-03-04 11:55:28
25k-50k,北京,"移动互联网,教育",北京作业盒子科技有限公司,本科,5-10年,数据分析经理,,,本科,"MySQL,商业分析,SPSS,sas,业务分析",https://www.lagou.com/jobs/4004100.html,"六险一金,年终奖,住房补贴,发展空间大",2018-03-06 09:40:52
20k-35k,北京,"企业服务,数据服务",北京数美时代科技有限公司,本科,1-3年,数据分析师,,,本科,"数据治理,BI,大数据,数据挖掘",https://www.lagou.com/jobs/3681440.html,"大牛如云,飞速发展,海量数据,海量数据",2018-03-07 00:25:09
13k-25k,北京,"移动互联网,O2O",链家网（北京）科技有限公司,本科,3-5年,数据分析与行业分析主管,,,本科,"高级,专员,运营,sas",https://www.lagou.com/jobs/3834805.html,免费三餐 优秀团队 大平台,2018-02-11 18:46:10
10k-20k,北京,"数据服务,企业服务",北京国双科技有限公司,本科,3-5年,高级数据分析师,,,本科,"媒体,广告营销,大数据,SPSS",https://www.lagou.com/jobs/3546930.html,五险一金 补充医疗 年度旅游 定期体检,2018-03-05 09:45:44
20k-30k,北京,"移动互联网,O2O",北京自如友家资产管理有限公司,本科,5-10年,数据分析主管,,,本科,"移动互联网,大数据,数据挖掘,用户研究",https://www.lagou.com/jobs/3783857.html,六险一金 租房优惠 餐补,2018-03-08 09:35:24
18k-28k,杭州,"金融,数据服务",杭州恩牛网络技术有限公司,本科,3-5年,BI/数据分析,,,本科,"金融,大数据,SPSS,sas",https://www.lagou.com/jobs/4162683.html,"六险一金,16薪起",2018-03-08 10:34:29
15k-25k,杭州,"移动互联网,数据服务",浙江执御信息技术有限公司,本科,3-5年,数据分析师,,,本科,"移动互联网,大数据,数据挖掘,SPSS,sas",https://www.lagou.com/jobs/3492524.html,专业,2018-03-07 13:23:04
25k-35k,杭州,移动互联网,杭州微拍堂文化创意有限公司,本科,3-5年,数据分析工程师,,,本科,"搜索,算法,数据挖掘,推荐,数据管理",https://www.lagou.com/jobs/3928652.html,"14薪,六险一金,双休,弹性工作制",2018-03-08 17:14:59
15k-25k,杭州,"电子商务,移动互联网",杭州嘉云数据科技有限公司,本科,3-5年,数据分析师 / 数据科学家,,,本科,"商业,大数据,数据挖掘,统计",https://www.lagou.com/jobs/4078048.html,海量数据库,2018-03-07 09:24:45
15k-25k,杭州,O2O,点我达网络科技有限公司,本科,3-5年,高级数据分析师,,,本科,"大数据,BI,数据挖掘",https://www.lagou.com/jobs/4104688.html,阿里系 15-18薪 出国游 扁平化管理,2018-03-08 14:13:24
12k-22k,杭州,移动互联网,厦门美柚信息科技有限公司,本科,1-3年,数据分析,,,本科,"电商,高级,业务运营,大数据,数据挖掘",https://www.lagou.com/jobs/4166885.html,"职位发展广,工作氛围好",2018-03-05 13:58:47
15k-30k,杭州,"移动互联网,金融",杭州财米科技有限公司,本科,1-3年,高级数据分析师-杭州-00065,,,本科,"电商,大数据",https://www.lagou.com/jobs/2615738.html,"弹性工作,期权激励,六险一金,带薪年假",2018-03-07 16:46:56
12k-20k,杭州,"金融,移动互联网",浙江纵横新创科技有限公司,本科,3-5年,数据分析师,,,本科,"金融,高级,大数据,数据挖掘",https://www.lagou.com/jobs/4210743.html,"员工旅游,五险一金,双休,团建",2018-03-06 13:43:09
15k-25k,杭州,"移动互联网,企业服务",杭州尚尚签网络科技有限公司,本科,5-10年,数据分析师,,,本科,"资深,大数据,数据挖掘",https://www.lagou.com/jobs/4074639.html,"靠谱团队,顶级风投,SaaS,弹性工作",2018-03-01 10:54:33
14k-21k,杭州,"信息安全,数据服务",北京网思科平科技有限公司,本科,1-3年,数据分析师,,,本科,"中级,算法,数据挖掘,机器学习",https://www.lagou.com/jobs/3637853.html,"专业培训,公司餐补,关系简单",2018-03-06 10:29:32
12k-20k,杭州,金融,杭州投融谱华互联网金融服务有限公司,本科,5-10年,数据分析师,,,本科,"金融,SPSS",https://www.lagou.com/jobs/4003573.html,"五险一金,周末双休,餐补,话补",2018-03-06 15:17:49
8k-15k,杭州,"电子商务,O2O",西安亚购信息科技有限公司,本科,1-3年,数据分析师,,,本科,"电商,数据挖掘,大数据",https://www.lagou.com/jobs/4091524.html,"周末双休,五险一金,扁平管理,团队活动",2018-03-07 17:50:53
15k-25k,杭州,移动互联网,浙江新再灵科技股份有限公司,硕士,1-3年,资深数据分析师,,,硕士,"大数据,数据挖掘,建模",https://www.lagou.com/jobs/4219680.html,"五险一金,周末双休,年终奖金,扁平化管理",2018-03-07 14:19:42
12k-15k,杭州,移动互联网,浙江每日互动网络科技股份有限公司,本科,1-3年,数据分析师,,,本科,大数据,https://www.lagou.com/jobs/2603222.html,扁平化管理，有机会接触到海量数据，,2018-03-06 09:38:35
8k-15k,杭州,"移动互联网,金融",浙江钱花网络科技有限公司,本科,1-3年,数据分析师,,,本科,"大数据,数据挖掘",https://www.lagou.com/jobs/4142773.html,"大牛带队,扁平化管理,弹性工作,年终奖金",2018-03-07 18:55:43
18k-36k,深圳,"移动互联网 ,游戏",腾讯科技(深圳)有限公司,本科,3-5年,MIG13-大数据分析师（深圳）,,,本科,"信息安全,数据挖掘,算法,机器学习",https://www.lagou.com/jobs/4033860.html,"大平台,大咖多,福利好",2018-03-08 10:29:26
10k-15k,深圳,"移动互联网,金融",上海海万信息科技股份有限公司,本科,3-5年,数据分析师,,,本科,"hadoop,算法,数据仓库,建模,数据挖掘",https://www.lagou.com/jobs/3637090.html,"年终奖,双休,过节费,旅游",2018-03-08 16:35:07
8k-15k,深圳,"医疗健康,移动互联网",爱问医联科技（深圳）有限公司,本科,1-3年,数据分析师,,,本科,"金融,数据挖掘,SPSS",https://www.lagou.com/jobs/3900158.html,"爱问医联,微博平台,五险一金,互联网医疗",2018-03-08 09:24:43
10k-15k,深圳,金融,深圳市钱爸爸电子商务有限公司,本科,3-5年,数据分析,,,本科,"资深,高级,大数据,BI,业务运营",https://www.lagou.com/jobs/4008345.html,"专业培训,发展空间大",2018-03-07 14:25:57
15k-30k,深圳,移动互联网,北京高域海汇科技有限公司,本科,3-5年,数据分析师,,,本科,"电商,大数据,数据挖掘,SPSS",https://www.lagou.com/jobs/4150731.html,年底双薪,2018-03-08 18:09:38
12k-18k,深圳,移动互联网,珠海云迈网络科技有限公司,本科,1-3年,数据分析师,,,本科,"体育运动,总监,高级,大数据,数据挖掘",https://www.lagou.com/jobs/4195404.html,"季度奖金,年终奖金,社保公积金,国外旅游",2018-03-07 10:20:23
7k-14k,深圳,游戏,深圳市探娱互动科学文化有限公司,本科,不限,数据分析师（985优先/强逻辑）,,,本科,"游戏开发,游戏策划,手游",https://www.lagou.com/jobs/3695826.html,"除了努力和,奋斗还可以,加班加薪",2018-03-08 10:40:59
18k-30k,深圳,"移动互联网,数据服务",上海透云物联网科技有限公司,本科,3-5年,数据分析工程师,,,本科,"专家,资深,高级,大数据,数据挖掘",https://www.lagou.com/jobs/4221241.html,"晋升机制,扁平管理,五险一金,周末双休",2018-03-07 16:02:24
20k-30k,深圳,"移动互联网,数据服务",深圳市和讯华谷信息技术有限公司,本科,3-5年,极光调研 - 高级数据分析师,,,本科,"资深,算法,数据挖掘,机器学习",https://www.lagou.com/jobs/4084189.html,"业界第一,14薪+,牛逼团队,D轮+",2018-03-07 21:28:27
25k-30k,深圳,"移动互联网,电子商务",深圳市英思奇信息咨询有限公司,不限,1-3年,大数据分析师,,,不限,,https://www.lagou.com/jobs/4200394.html,"税后薪资,包食宿,薪资福利好,知名大公司",2018-03-05 10:49:13
20k-30k,深圳,其他,华润置地有限公司,本科,5-10年,数据分析师,,,本科,"房产服务,大数据,数据挖掘",https://www.lagou.com/jobs/4148287.html,"公司平台好,发展空间大,五险一金,午餐补助",2018-03-08 14:06:57
15k-25k,深圳,"移动互联网,金融",深圳盒子信息科技有限公司,本科,5-10年,数据分析师,,,本科,"支付,数据挖掘,SPSS",https://www.lagou.com/jobs/3655349.html,"大牛聚集地,健身房,工作环境好",2018-03-08 11:59:47
13k-25k,深圳,"移动互联网,金融",深圳市随手科技有限公司,本科,3-5年,数据分析师（贷款方向）,,,本科,"数据挖掘,SPSS",https://www.lagou.com/jobs/4073197.html,"互联网金融,平台好,发展空间大,氛围好",2018-03-07 10:19:06
6k-8k,深圳,"移动互联网,信息安全",深圳市安印科技有限公司,本科,1-3年,数据分析工程师,,,本科,"大数据,数据挖掘",https://www.lagou.com/jobs/4134858.html,"五险一金,周末双休,免费午餐,氛围好",2018-03-06 11:40:08
25k-35k,深圳,"移动互联网,硬件",深圳闻善科技有限公司,本科,3-5年,数据分析主管,,,本科,"游戏,运营,SPSS",https://www.lagou.com/jobs/4177402.html,福利多,2018-03-08 16:05:22
13k-23k,北京,"移动互联网,O2O",北京三快在线科技有限公司,本科,1-3年,数据分析师-—金融支付客服业务,,,本科,"支付,银行,理财,BI,sas",https://www.lagou.com/jobs/4046188.html,"福利好,发展棒,团队赞",2018-02-26 10:41:54
15k-25k,北京,"移动互联网,教育",上海一起作业信息科技有限公司,本科,3-5年,资深数据分析师,,,本科,"数据挖掘,SQL,SPSS",https://www.lagou.com/jobs/3161716.html,"14薪,团队好",2018-03-07 14:22:23
15k-30k,北京,"移动互联网,教育",北京作业盒子科技有限公司,本科,3-5年,高级数据分析师,,,本科,"MySQL,商业分析,SPSS,sas,业务分析",https://www.lagou.com/jobs/4005405.html,"六险一金,年终奖,住房补贴,发展空间大",2018-03-08 10:45:43
15k-30k,北京,游戏,清枫（北京）科技有限公司,本科,1-3年,数据分析师,,,本科,"游戏,高级,大数据,数据挖掘",https://www.lagou.com/jobs/4013707.html,"北大博士,腾讯大牛,电竞大数据,期权激励",2018-03-07 10:09:34
4k-6k,北京,"移动互联网,金融",深圳瑞银信信息技术有限公司,大专,1-3年,数据分析,,,大专,"助理,大数据,数据挖掘,SPSS",https://www.lagou.com/jobs/4142022.html,"五险一金,交通便利,环境高大上",2018-03-06 10:13:07
18k-36k,北京,"移动互联网,数据服务",联想（北京）有限公司,本科,5-10年,数据分析,,,本科,"资深,高级,ETL,BI,可视化",https://www.lagou.com/jobs/3979513.html,"五险一金,补贴,弹性工作日",2018-03-08 11:06:16
15K-30K,北京,金融,凡普金科企业发展（上海）有限公司,本科,5-10年,数据分析师,,,本科,"资深,高级",https://www.lagou.com/jobs/3695782.html,业务分析,2018-03-08 19:46:01
10k-20k,北京,"数据服务,企业服务",北京国双科技有限公司,本科,1-3年,数据分析师（北京）,,,本科,"商业,数据挖掘,SPSS",https://www.lagou.com/jobs/4212802.html,上市公司 氛围好 前景佳 牛人多,2018-03-06 16:06:06
15k-25k,北京,"移动互联网,企业服务",北京全民共赢网络科技有限公司,本科,3-5年,数据分析师／BI产品经理,,,本科,"企业服务,大数据,可视化,商业",https://www.lagou.com/jobs/4144648.html,"新零售,大数据,VC投资,牛人多",2018-03-08 10:29:30
10k-17k,北京,金融,钱包金服（北京）科技有限公司,本科,3-5年,中级数据分析,,,本科,,https://www.lagou.com/jobs/4188436.html,六险一金 年底双薪 带薪年假,2018-03-07 16:01:32
20k-40k,北京,"移动互联网,社交网络",探探科技（北京）有限公司,本科,3-5年,数据分析经理,,,本科,"社交,大数据,用户研究",https://www.lagou.com/jobs/4090814.html,"免费三餐,七险一金,期权股票,弹性上班.",2018-02-22 13:05:29
20k-25k,北京,企业服务、数据服务,北京永洪商智科技有限公司,本科,5-10年,数据分析师,,,本科,"金融,资深,高级,大数据,BI",https://www.lagou.com/jobs/4008617.html,"大数据,C轮,BI,年终奖",2018-03-06 14:51:51
15k-20k,北京,"移动互联网,金融",银客未来科技（北京）有限公司,本科,1-3年,数据分析师（投放）,,,本科,"媒体,广告营销,资深,SPSS,sas",https://www.lagou.com/jobs/3830487.html,弹性工作,2018-03-05 10:22:28
35k-45k,北京,"移动互联网,金融",北京瓴岳信息技术有限公司,本科,3-5年,数据分析师,,,本科,"金融,专家,资深,高级,反作弊",https://www.lagou.com/jobs/4209167.html,"14薪,六险一金,弹性工作制,午餐晚餐",2018-03-08 11:36:26
8k-15k,北京,"移动互联网,O2O",北京互连众信科技有限公司,本科,1-3年,数据分析师,,,本科,"SQL,SPSS,大数据分析",https://www.lagou.com/jobs/3427794.html,"薪资福利,大咖多,自助午餐,七险一金",2018-03-08 09:41:55
10K-20K,杭州,"金融,数据服务",杭州恩牛网络技术有限公司,本科,1-3年,数据分析,,,本科,"金融,策略",https://www.lagou.com/jobs/3830774.html,"16起薪,全员mac,弹性工作,成长空间大",2018-02-26 14:30:46
15k-30k,杭州,"移动互联网,数据服务",浙江执御信息技术有限公司,本科,5-10年,资深数据分析师,,,本科,"移动互联网,大数据,数据挖掘,SPSS",https://www.lagou.com/jobs/3707758.html,"发展空间,团队氛围,个人成长",2018-03-08 11:22:21
20k-40k,杭州,"电子商务,数据服务",阿里巴巴（中国）网络技术有限公司,本科,3-5年,数据分析,,,本科,"资深,商业,产品经理,大数据",https://www.lagou.com/jobs/4192299.html,"创新业务,数据赋能,体系决策,数据驱动",2018-03-02 13:55:42
15k-25k,杭州,移动互联网,浙江钱粒科技有限公司,本科,3-5年,资深数据分析师,,,本科,"业务运营,大数据,数据挖掘,SPSS,sas",https://www.lagou.com/jobs/3218062.html,"平台好,弹性制,扁平化,年终奖",2018-03-08 09:46:15
20k-40k,杭州,电子商务,杭州贝购科技有限公司,本科,3-5年,数据分析,,,本科,"资深,大数据,数据挖掘,SPSS,growth",https://www.lagou.com/jobs/3774111.html,技术挑战大 成长机会多 团队氛围好,2018-02-27 13:28:07
15k-25k,杭州,"移动互联网,医疗健康",杭州求是同创网络科技有限公司,硕士,3-5年,资深数据分析,,,硕士,"专家,数据挖掘,大数据",https://www.lagou.com/jobs/4098488.html,潜力，平台，团队有爱，各种奖金,2018-03-06 10:09:51
15k-25k,杭州,金融,众安在线财产保险股份有限公司,硕士,5-10年,资深数据分析师,,,硕士,金融,https://www.lagou.com/jobs/984915.html,加入国内首家互联网保险公司来颠覆行业,2018-03-06 13:52:53
5k-10k,杭州,"移动互联网,金融",浙江多多互联网金融信息服务有限公司,本科,1-3年,数据分析,,,本科,"金融,数据挖掘,SPSS,用户研究",https://www.lagou.com/jobs/2702887.html,六险一金 带薪年假 节假日福利,2018-03-08 13:34:01
10k-15k,杭州,"移动互联网,游戏",杭州斯凯网络科技有限公司,本科,1-3年,数据分析师,,,本科,"医疗健康,数据挖掘,SPSS",https://www.lagou.com/jobs/4111262.html,"发展潜力,氛围佳",2018-03-01 09:19:55
25k-50k,杭州,"移动互联网,电子商务",浙江去啊网络技术有限公司,本科,3-5年,数据分析,,,本科,"高级,大数据,BI,商业,业务运营",https://www.lagou.com/jobs/3635454.html,"大平台,大数据,薪资高",2018-03-02 17:53:49
15k-30k,杭州,"移动互联网,电子商务",阿里巴巴（中国）网络技术有限公司,本科,3-5年,集团客户体验事业群-数据分析专家,,,本科,"数据挖掘,用户研究",https://www.lagou.com/jobs/3204652.html,"海量数据,用户体验",2018-03-08 13:24:31
8k-16k,杭州,"移动互联网,医疗健康",浙江康健绿线网络技术有限公司,本科,3-5年,数据分析师-移动端用户行为分析（埋点）,,,本科,,https://www.lagou.com/jobs/1969418.html,五险一金 弹性工作 年底双薪 免费班车,2018-03-08 11:01:31
20K-35K,杭州,数据服务,杭州橙鹰数据技术有限公司,本科,1-3年,数据分析/挖掘专家,,,本科,"安全,信息安全,大数据,数据挖掘",https://www.lagou.com/jobs/3697210.html,"阿里,数据技术",2018-03-02 15:20:10
20k-40k,杭州,"金融,移动互联网",支付宝(杭州)信息技术有限公司,不限,5-10年,数据分析,,,不限,"大数据,数据挖掘,SPSS,sas",https://www.lagou.com/jobs/3845628.html,"高薪,期权,平台,技术氛围",2018-02-24 09:34:44
10k-15k,杭州,移动互联网,浙江每日互动网络科技股份有限公司,本科,1-3年,数据分析,,,本科,"大数据,数据挖掘",https://www.lagou.com/jobs/4017275.html,16-18薪 互联网独角兽,2018-02-28 10:54:14
15k-30k,深圳,"移动互联网 ,游戏",腾讯科技(深圳)有限公司,本科,1-3年,数据分析工程师（深圳）,,,本科,"数据挖掘,大数据",https://www.lagou.com/jobs/3790050.html,"大平台,薪酬福利,职业发展",2018-03-08 12:08:58
10k-20k,深圳,"移动互联网,金融",上海海万信息科技股份有限公司,大专,3-5年,数据分析,,,大专,"金融,大数据,数据挖掘",https://www.lagou.com/jobs/3918175.html,"旅游,年终奖,过节费,环境好",2018-03-08 16:35:08
8k-10k,深圳,移动互联网,深圳市博悦科创科技有限公司,大专,1-3年,数据分析工程师,,,大专,"大数据,数据挖掘",https://www.lagou.com/jobs/4001057.html,大数据人才汇集 发展好,2018-03-08 09:10:59
10k-20k,深圳,"移动互联网,金融",深圳市随手科技有限公司,本科,3-5年,数据分析产品,,,本科,运营,https://www.lagou.com/jobs/3917810.html,"六险一金,弹性工作时,周末双休,晋升调薪",2018-03-08 08:42:09
10k-20k,深圳,"移动互联网,数据服务",深圳市一面网络技术有限公司,本科,1-3年,数据分析师（数据工程方向）,,,本科,"Java,python",https://www.lagou.com/jobs/4138431.html,"五险一金,年度旅游,年度体检,生日会",2018-03-07 15:20:37
10k-20k,深圳,电子商务,深圳盈富斯商业有限公司,本科,1-3年,数据分析,,,本科,"初级,实习,大数据,数据挖掘",https://www.lagou.com/jobs/3950174.html,"平台大,氛围好,领导好",2018-02-28 10:13:08
25k-45k,深圳,金融,广发证券股份有限公司,硕士,3-5年,高级数据分析师,,,硕士,"金融,资深,大数据,数据挖掘",https://www.lagou.com/jobs/4028309.html,"季度奖,年终奖,环境好,牛人多",2018-03-01 10:46:54
15k-25k,深圳,电子商务,深圳市泽宝电子商务股份有限公司,本科,3-5年,数据分析师,,,本科,"深度学习,大数据,数据挖掘",https://www.lagou.com/jobs/2619947.html,老板nice 工作环境佳 HR贤良淑德,2018-02-26 14:12:07
5k-10k,深圳,"金融,移动互联网",深圳中业兴融互联网金融服务有限公司,本科,1-3年,数据分析,,,本科,"电商,数据挖掘,SPSS",https://www.lagou.com/jobs/3716865.html,"综合型集团,低调有实力,年轻又耐撕",2018-03-05 17:36:03
18k-30k,深圳,"移动互联网,游戏",深圳市乐易网络有限公司,硕士,3-5年,数据分析工程师,,,硕士,"旅游,游戏,广告营销,大数据,Java,python",https://www.lagou.com/jobs/2951643.html,"海外手游,高配团队,腾讯大牛,大神指导",2018-03-08 10:22:13
5k-8k,深圳,"企业服务,数据服务",深圳市铱云云计算有限公司,大专,1-3年,数据分析专员,,,大专,"业务运营,大数据,SPSS,数据管理",https://www.lagou.com/jobs/4213997.html,五险一金 团建+旅游 高潜力互联网公司,2018-03-07 20:02:33
3k-5k,深圳,"企业服务,数据服务",乐格商业咨询（深圳）有限公司,大专,1年以下,数据分析师,,,大专,"地图,运营,统计",https://www.lagou.com/jobs/3867572.html,"五险一金,带薪年假,欢迎应届生,周末双休",2018-03-06 10:10:54
10k-20k,深圳,金融,深圳市赢众通金融信息服务有限责任公司,本科,1-3年,数据分析,,,本科,"运营,SPSS",https://www.lagou.com/jobs/4121710.html,五险一金、带薪年假、绩效奖金,2018-02-26 18:21:29
15k-30k,深圳,移动互联网,深圳云天励飞技术有限公司,本科,3-5年,大数据数据开发工程师/大数据数据分析师,,,本科,"高级,中级,图像处理,数据挖掘,模式识别",https://www.lagou.com/jobs/3842793.html,"技术大牛,独角兽,成长快,气氛融洽",2018-03-07 14:29:36
12k-15k,深圳,"移动互联网,电子商务",金蝶软件（中国）有限公司,本科,3-5年,数据分析师,,,本科,"数据挖掘,用户研究",https://www.lagou.com/jobs/3920992.html,大咖云集 成长空间大 薪酬福利优,2018-03-07 08:50:22
20k-40k,北京,"移动互联网,O2O",北京三快在线科技有限公司,不限,不限,数据分析师,,,不限,"资深,高级,产品经理,用户研究",https://www.lagou.com/jobs/3844153.html,职位前景好,2018-03-06 17:38:21
8k-15k,北京,"移动互联网,社交网络",探探科技（北京）有限公司,本科,不限,数据分析师（可实习）,,,本科,社交,https://www.lagou.com/jobs/2634257.html,2017最黑马的社交应用、最值钱的股权激励,2018-02-22 13:05:27
15k-25k,北京,"移动互联网,数据服务",北京智慧图科技有限责任公司,本科,3-5年,数据分析师,,,本科,,https://www.lagou.com/jobs/3766575.html,"地铁沿线,行业第一,办公环境好",2018-03-07 15:46:29
10k-20k,北京,"移动互联网,O2O",北京小度信息科技有限公司,本科,3-5年,数据分析,,,本科,"本地生活,数据挖掘,SPSS,sas",https://www.lagou.com/jobs/3737707.html,"五险一金,餐补,晋升空间大",2018-03-08 10:23:05
10k-15k,北京,"移动互联网,生活服务",成都我来啦网格信息技术有限公司,本科,1-3年,数据分析师,,,本科,SQL,https://www.lagou.com/jobs/4157751.html,"平台大,行业潜力大,领导好,团队氛围好",2018-03-06 15:27:25
10k-15k,北京,"移动互联网,生活服务",彩讯科技股份有限公司,本科,1-3年,数据分析师,,,本科,"高级,数据挖掘,SPSS",https://www.lagou.com/jobs/4153555.html,大数据平台、五险一金、年终奖、司龄津贴,2018-03-07 10:14:59
15k-28k,北京,金融,京东金融,本科,5-10年,数据分析,,,本科,"大数据,数据挖掘,算法",https://www.lagou.com/jobs/4215291.html,大平台、福利好、同事nice,2018-03-06 19:27:54
8k-15k,北京,数据服务,北京东方国信科技股份有限公司,硕士,不限,数据分析,,,硕士,"高级,大数据,数据挖掘,SPSS,数据质量稽核",https://www.lagou.com/jobs/3440241.html,大数据上市公司；14薪，完善的薪酬体系,2018-03-06 15:36:45
15k-30k,北京,"移动互联网,O2O",分享汇科技（北京）有限公司,本科,3-5年,数据分析师,,,本科,"高级,SQL",https://www.lagou.com/jobs/4042883.html,五险一金、职位晋升,2018-03-08 10:21:57
30k-50k,北京,"移动互联网,O2O",链家网（北京）科技有限公司,本科,3-5年,新房研发部-高级数据分析师(001473),,,本科,,https://www.lagou.com/jobs/3985071.html,工作机会大，挑战大，弹性工作，带薪年假,2018-03-05 12:42:28
